Comments,Profine_words,No_words_per_comment,No_filtered_words,Is_profine,Avg_profine_per_comment,Avg_profine_per_filter_comment,No_profane_words
Its kinda crazy how shes stays into character so well,,10,6,0,0,0.0,0
Now I need Kids React to Poppy Reacts to Kids React to Poppy,,13,9,0,0,0.0,0
"Poppy loves you  Do you love Poppy  Are you lying Dont lie Poppy dont likes Lies Dont cry  Poppy is here Poppy Safes you
Poppy loves you 
",,30,24,0,0,0.0,0
Shes playing the role perfect,,5,4,0,0,0.0,0
of course she reacted like that since shes a robot shes programmed to say these things,,16,5,0,0,0.0,0
k now do poppy reacting to poppy reacting to kids reacting to poppy XD,,14,8,0,0,0.0,0
she is creepy,,3,1,0,0,0.0,0
I am now convinced that she is a robot Our new robot overlords are here,,15,6,0,0,0.0,0
Yesterday we did a Virtual Hug,,6,3,0,0,0.0,0
tbh she looks tall,,4,2,0,0,0.0,0
When Poppy is so beautiful 3,,6,4,0,0,0.0,0
noo way her lines are programed to her brain shes a robot lol jk shes cute,,16,8,0,0,0.0,0
Dig the fact that she has all of her videos memorized,,11,4,0,0,0.0,0
You should do Kids meet Poppy in real life,,9,6,0,0,0.0,0
When Poppy talks over herself it sounds like shes a forest witch in an abandoned murder house eeeeuuuuuuu chillye,,19,11,0,0,0.0,0
the way she remembers everything omg,,6,2,0,0,0.0,0
I was obviously asking for too much when I said Hey maybe shes gonna be normal this time,,18,6,0,0,0.0,0
KIDS REACT TO POPPY REACTING TO KIDS REACT TO POPPY,,10,10,0,0,0.0,0
It felt like she was reciting programming or something when she repeated her lines,felt,14,6,1,0.07142857142857142,0.16666666666666666,1
I understand what shes trying to doi like her messages,,10,4,0,0,0.0,0
Aw I was hoping she talk more about the reactions she received,,12,6,0,0,0.0,0
I dont feel shes creepy i feel shes cute and nothing creepy i love her,,15,8,0,0,0.0,0
poppy looks like dove cameron,,5,3,0,0,0.0,0
Ive never seen the most emotionless person ever,,8,3,0,0,0.0,0
Poppy is probably offended by the kids,,7,3,0,0,0.0,0
Poppys reaction to kids reaction to Poppy Im Poppy,,9,7,0,0,0.0,0
"Was so waiting for a jump scare
at the end",,9,4,0,0,0.0,0
OMG SHES CREPPY ASF,,4,4,0,0,0.0,0
this is absolutely the best video on YouTube,,8,4,0,0,0.0,0
Kids react to poppy reacting to kids reacting to poppy,,10,7,0,0,0.0,0
"make poppy react to matpat theory
please",,6,4,0,0,0.0,0
lol she looks like shes gonna hunt those kids down at the end xd,,14,5,0,0,0.0,0
creep i was expecting a real reaction ,,8,5,0,0,0.0,0
SHE IS SO PRETTY THO LOL ,,7,7,0,0,0.0,0
God Im scared when she suddenly look away from the screen n suddenly looking at the camera ,,18,8,0,0,0.0,0
How did she know exactly which video was going to play next,,12,5,0,0,0.0,0
at 430 it started getting dark like what Im afraid to continue lmao,dark,13,7,1,0.07692307692307693,0.14285714285714285,1
jesus she is creeeeepy AF that face devoid of emotion,,10,6,0,0,0.0,0
OMG NO WHEN THE LIGHTS WENT OFF NO,,8,8,0,0,0.0,0
"FirstWTF
SecondWTF
ThirdWTF MAN",,2,2,0,0,0.0,0
teens react to the mandela effect,,6,3,0,0,0.0,0
poppy is my spirit animal,,5,3,0,0,0.0,0
She is weird but cute,,5,3,0,0,0.0,0
There should be a horror movie about Poppy,,8,4,0,0,0.0,0
Poppy is very pretty but talks like a robotic person,,10,5,0,0,0.0,0
poppy looked like she wanted to murder those kids lol,,10,6,0,0,0.0,0
I think that was performed just right,,7,2,0,0,0.0,0
she look hurt inside but steal imitate her self,,9,4,0,0,0.0,0
She is illuminati she says poppy 666 times in the video poppy if i am you i just get as far away i can from her videos,,27,8,0,0,0.0,0
She didnt smile talk about other things but just repeated what she was saying in her videos Is it just me or is she a robot or some type of being that doesnt respond to things or doesnt have feelings ,,41,16,0,0,0.0,0
"Im Poppy
Im part bee
Im papi 
Im happy Thats all I heard",,11,9,0,0,0.0,0
im papi,,2,1,0,0,0.0,0
Her reaction to this A,,5,3,0,0,0.0,0
I feel bad for poppy,,5,4,0,0,0.0,0
she sounds so creepy,,4,2,0,0,0.0,0
They should react to Charlotte XD,,6,4,0,0,0.0,0
Shes so pretty,,3,2,0,0,0.0,0
I was watching them react she wasnt reacting at all,,10,4,0,0,0.0,0
when she Was staring at the Camera i feel like i was being POSESED,,14,5,0,0,0.0,0
im scared ,,3,2,0,0,0.0,0
shes remind me of Luna Lovegood,,6,3,0,0,0.0,0
I got so creeped out by the ending,,8,2,0,0,0.0,0
Its weird because she knows all her lines off by heart thats what creeps me out,,16,5,0,0,0.0,0
Kids react to Poppy reacts to Kids react to Poppy,,10,7,0,0,0.0,0
Damn poppy is daddy material ,,6,5,0,0,0.0,0
if i was one of this Kids i had said you are beautiful i love your Videos  pls Talk with me  I LOVE YOU,,26,11,0,0,0.0,0
Shes now a demon P,,5,3,0,0,0.0,0
It scares me that she memorized the dialogue,,8,4,0,0,0.0,0
What PERFECT MIMIC,,3,3,0,0,0.0,0
at 238 I was like WOAH,,6,3,0,0,0.0,0
How did she knows every line,,6,1,0,0,0.0,0
i was hoping shed break character and be real but this was still entertaining,,14,5,0,0,0.0,0
IlluminatiPoppy,,1,1,0,0,0.0,0
i am popping,,3,1,0,0,0.0,0
 i like her shes so creepy,,7,2,0,0,0.0,0
This was perfection,,3,2,0,0,0.0,0
I predict that Poppy is a cannibal Do you agree,,10,6,0,0,0.0,0
She didnt react at all,,5,3,0,0,0.0,0
This what happens when poppy gets mad,,7,3,0,0,0.0,0
the thing about poppy is everyone has an opinion about  her smart,,13,5,0,0,0.0,0
can poppy be my mom  __,,7,4,0,0,0.0,0
She is really pretty but she scares me She has no emotion and when she talks she sounds like a robot Im gonna have nightmares tonight yayay,,27,13,0,0,0.0,0
I love Poppy with all my heart 3 ,,9,6,0,0,0.0,0
Shes so emotionless it hurts,,5,3,0,0,0.0,0
I want to buy a Puppy Android How much you will charge for one,,14,7,0,0,0.0,0
I feel bad for Poppy XD creepy 0,,8,7,0,0,0.0,0
poppy react to kids react to poppy react to kids react to poppy,,13,9,0,0,0.0,0
OMG this is so funny XD,,6,3,0,0,0.0,0
112 min best reaction of the kid ,min,8,6,1,0.125,0.16666666666666666,1
241  she repeats THAT 0o,,6,5,0,0,0.0,0
I SO FREAKING CREEPED OUT SHE IS MIMICKING HER WORDS IN HER VIDEOS,,13,13,0,0,0.0,0
033 Poppy said Im Poppy 03 higher than all the other times on average O,,15,9,0,0,0.0,0
Im poppy,,2,2,0,0,0.0,0
PoppyWHAT IN THE WORLD ARE YOU,,6,6,0,0,0.0,0
You can tell she wants to laugh but is too into her character,,13,3,0,0,0.0,0
Poppy talk to me but a normal way ,,9,4,0,0,0.0,0
she has no emotions,,4,1,0,0,0.0,0
i feel bad for her she got roasted by all the kids man,,13,5,0,0,0.0,0
at the end she was like Are you serious im outta here,,12,3,0,0,0.0,0
How does she even remember every line,,7,2,0,0,0.0,0
She blinked wow  That is legendary ,,8,7,0,0,0.0,0
look at poopyshe looks *trigered*,,5,2,0,0,0.0,0
Omg did she react really at all,,7,2,0,0,0.0,0
wtf did i just watch,,5,2,0,0,0.0,0
"age 
NEVER ASK A WOMANS AGE",,6,6,0,0,0.0,0
what the living HELL she remebers every single VIDEO,,9,5,0,0,0.0,0
WAIT WAIT WAIT DID SHE SMILED AT 012,,8,8,0,0,0.0,0
I love poppy,,3,3,0,0,0.0,0
OK THIS VIDEO CREEPS THE HELL OUT OF ME ,,10,10,0,0,0.0,0
she is a robot Im scared this video made me buy 5 machetes,,13,7,0,0,0.0,0
She was staring at my soul at the end,,9,3,0,0,0.0,0
I love Poppy and it was weird that she was in sync with EVERY video oo,,16,8,0,0,0.0,0
She isnt exactly reacting though,,5,4,0,0,0.0,0
God I really just wanna see act normal lmao,,9,5,0,0,0.0,0
Thats creepier than all the videos i saw on her channel shes still fascinating tho But i wanted her to really react to this She just imitates her videos,,29,12,0,0,0.0,0
it says kids react on the laptop THEORYS,,8,4,0,0,0.0,0
THAT WAS REALLY CREEPY holy moly,,6,6,0,0,0.0,0
Damn i was waiting for a jump scare,,8,4,0,0,0.0,0
I love her so much xD She is Idk just perfect,,11,6,0,0,0.0,0
A graceful god looking down upon its creations,,8,4,0,0,0.0,0
Shes so beautiful in this video,,6,3,0,0,0.0,0
she is so expressionless that its hilarious ,,8,3,0,0,0.0,0
Okaaaay Shes an andriod Im out,,6,4,0,0,0.0,0
Ohhhh I didnt expect this *Jaw dropped when I saw her* Still watching btw,,14,11,0,0,0.0,0
Kids react to Poppy reacts to kids react to Poppy The kids would be freaked out xD,,17,11,0,0,0.0,0
Umm excuse me Im gonna go in the corner and eat chocolate I have no idea what the heck I just watched,,22,12,0,0,0.0,0
SHE IS AN ALIEN I DIDNT HAVE A HEADACHE AND STOMACH ACHE UNTIL I WATCHED THIS  ILLUMINATI,,18,18,0,0,0.0,0
oml that minute where she just stares at you without blinking i swear i felt like she was just looking into my freaking soul ,felt,25,9,1,0.04,0.1111111111111111,1
is she a robot she didnt have a reaction,,9,3,0,0,0.0,0
this music sounds like a burger suit,,7,4,0,0,0.0,0
If one of those kids reads this Run,,8,4,0,0,0.0,0
she is omg just um idk SCARY ,,8,5,0,0,0.0,0
OMG OMG OMG OMG,,4,4,0,0,0.0,0
relax thers no jumpscare in the end,,7,3,0,0,0.0,0
folks she is really just Dr Remulak in a new body search howard stern dr remulak and decide for yourselves,,20,10,0,0,0.0,0
Oh hey papi,,3,3,0,0,0.0,0
I JUST REALIZED SHE DOESNT BLINK MUST,,7,7,0,0,0.0,0
poppyception,,1,1,0,0,0.0,0
she knows every line wtf,,5,1,0,0,0.0,0
Just keep doing this keep letting them react to each other Itll generate some views for ya,ya,17,7,1,0.058823529411764705,0.14285714285714285,1
omg omg omg that slight smirk at *345*  *346*,,10,8,0,0,0.0,0
Well what was I EXPECTING,,5,3,0,0,0.0,0
Poppy should react to kids react to poppy reacts to kids react to poppy,,14,9,0,0,0.0,0
Poppy your pretty I like your hair,,7,4,0,0,0.0,0
This is proof poppy is a robot,,7,4,0,0,0.0,0
I love how shes just saying everything with herself Seems like something I would do,,15,4,0,0,0.0,0
omg what just happened,,4,2,0,0,0.0,0
The creepy part about poppy is that she remembers all the lines from all those videos and i cant even remember my own birthday,,24,9,0,0,0.0,0
poppy,,1,1,0,0,0.0,0
The plant and the bunny are possesd by demons Activate CC subtitle,,12,8,0,0,0.0,0
Fvck she really creeps me out Ghad Chills are now on my spine,,13,5,0,0,0.0,0
Poppy is hot af,,4,3,0,0,0.0,0
Kids react to Titanic Sinclair,,5,4,0,0,0.0,0
poppy has no reaction throughout this video  It kinda creeps me out,,13,7,0,0,0.0,0
I need to make out with your mother then came the sounds,,12,3,0,0,0.0,0
They just need to play musically vids,,7,4,0,0,0.0,0
Why is this funnier than the do not laugh challenges _,,11,5,0,0,0.0,0
Thats a 30 XD,,4,3,0,0,0.0,0
Rosannas laugh is everything,,4,2,0,0,0.0,0
Number 4 was THE saddest video ever whats it called,,10,6,0,0,0.0,0
I screamed at the last one and I had my headphones on My dad was like WTF ,,18,8,0,0,0.0,0
"*Video 4*
I would love to see Simon Cowell as one of the judges",,13,6,0,0,0.0,0
Was waiting for that creepy game show host who kissed little girls on tv,,14,8,0,0,0.0,0
teens react to impractical jokers,,5,4,0,0,0.0,0
Who knows why Bach said Im known for throwing up,,10,4,0,0,0.0,0
Teens react to impractical jokers,,5,4,0,0,0.0,0
PLEASE KEEP THE FILM THEORY DUDE IN ALL OF YOUR VIDEOS THANKS,,12,12,0,0,0.0,0
629 Im known for throwing up I Dare You anyone x  from nigahiga,,14,8,0,0,0.0,0
2 was the cringiest what are they on about,,9,2,0,0,0.0,0
Yeah teens react to impractical jokers,,6,5,0,0,0.0,0
this is the first react video i have watched in months,,11,4,0,0,0.0,0
ROSANNA IS ON HERE OMG I LOVE HER,,8,8,0,0,0.0,0
noooooo i was eating chili when the last one came on ,,12,4,0,0,0.0,0
Why did the moms accept it tho,,7,4,0,0,0.0,0
Who needed bleach for this,,5,3,0,0,0.0,0
TEENS REACT TO IMPRACTICAL JOKERS,,5,5,0,0,0.0,0
Teens react to Impractical Jokers please,,6,4,0,0,0.0,0
Elders React to uicideBoy,,4,3,0,0,0.0,0
Teens react to impractical jokers,,5,4,0,0,0.0,0
teens react to impractical jokers plzzzz,,6,5,0,0,0.0,0
React to EXO  Monster please *EXOL are you here*,,10,6,0,0,0.0,0
Teens react to impractical jokers,,5,4,0,0,0.0,0
React to EXOs Monster or Lucky One,,7,5,0,0,0.0,0
Impractical jokers,,2,2,0,0,0.0,0
MATPAT MATPAT MATPAT MATPAT3,,4,4,0,0,0.0,0
407 is the best reaction,,5,3,0,0,0.0,0
MATPATS LAUGH IS EVERYTHING OMG,,5,5,0,0,0.0,0
React to EXO  Monster please,,6,4,0,0,0.0,0
the last one was from the deep web,,8,2,0,0,0.0,0
I was eating chocolate cake when the 5th video came,,10,6,0,0,0.0,0
or react to exo monster or shinEE view,,8,5,0,0,0.0,0
Teens react to impractical jokers,,5,4,0,0,0.0,0
I think I deserve not see anything more Im in Ramadan this is not healthily,,15,6,0,0,0.0,0
Please react to exo Monster,,5,4,0,0,0.0,0
Is the dude in the last video supposed to be dressed as a ninja turtle in a sewer or something  Lol No other ideas why hed been in a pool of human feces ,,35,16,0,0,0.0,0
Teens react to Onision,,4,3,0,0,0.0,0
TEENS REACT TO IMPRACTICAL JOKERS,,5,5,0,0,0.0,0
Why is he putting his tongue in  Captain Sparklez,,10,6,0,0,0.0,0
Somebody should react to Starrkeisha cheer squad,,7,5,0,0,0.0,0
Bachs laugh at 403 ,,5,4,0,0,0.0,0
"654
He said thirty not three
XD",,5,3,0,0,0.0,0
I was eating chocolate icecream while watching this and then the 5th one came on  * vomit*,,18,9,0,0,0.0,0
Teens react to Impartical Jokers,,5,4,0,0,0.0,0
Dude I was eating And then the last one came,,10,4,0,0,0.0,0
404  his laugh is the best lol ,,9,6,0,0,0.0,0
I came for Bach,,4,2,0,0,0.0,0
Lol Bach is the funniest ,,6,4,0,0,0.0,0
teens react to impractical jokers,,5,4,0,0,0.0,0
TEENS REACT TO FILTHYFRANKTV OR HOMESTUCK,,6,6,0,0,0.0,0
"PLEASE
REACT TO EXO MONSTER",,4,4,0,0,0.0,0
I almost through up on the last one and I was eating AHHHHH,,13,4,0,0,0.0,0
Kids react to Mia Khalifa,,5,4,0,0,0.0,0
who came here because they saw king bach on the  thunmbnail,,12,4,0,0,0.0,0
MatPat,,1,1,0,0,0.0,0
Please react to kpop mv exomonster its their recent comeback,,10,6,0,0,0.0,0
React to EXO monster and lucky one,,7,4,0,0,0.0,0
Ros wearing Stacy colours,,4,4,0,0,0.0,0
React to EXO monster or the lucky one,,8,4,0,0,0.0,0
Ros laugh OMG  shes so cute,,7,5,0,0,0.0,0
YUTUBERS REACT T TWENTY NE PILTSHEATHENS,,6,6,0,0,0.0,0
"Teens React To Kpop
EXO  Monster
EXO  Lucky One
TWICE  Cheer Up",,12,12,0,0,0.0,0
React to EXO Monster music video,,6,5,0,0,0.0,0
can you have Akidearest one time She is a vocaloidanime youtuber,,11,5,0,0,0.0,0
Thanks for having me on Always fun ,,8,4,0,0,0.0,0
I NEED TO CLEANSE MY SOUL,,6,6,0,0,0.0,0
Teens react to Impractical Jokers,,5,4,0,0,0.0,0
NONONONONONOcome back ,,3,2,0,0,0.0,0
React to EXO MONSTEr,,4,3,0,0,0.0,0
these are just funny,,4,1,0,0,0.0,0
teens react to EXO Monster please,,6,4,0,0,0.0,0
When Bach talked about his puking I just thought of Ryans I dare you video,,15,10,0,0,0.0,0
REACT TO EXOS MONSTER AND LUCKY ONE PLEASE,,8,8,0,0,0.0,0
I was eating while waching this,,6,3,0,0,0.0,0
511 WRECKED,,2,2,0,0,0.0,0
If only leafy was here,,5,2,0,0,0.0,0
DO MORE OF THESE,,4,4,0,0,0.0,0
React to exo monster and lucky one,,7,4,0,0,0.0,0
please react to EXOS Monster,,5,3,0,0,0.0,0
DO KIDS REACT TO VOLTRON the new one,,8,5,0,0,0.0,0
I was eating barbecue chicken for the last video,,9,5,0,0,0.0,0
Teens react to impractical jokers,,5,4,0,0,0.0,0
If Bach would have started throwing up I would have to Im a sympathy vomiter ,,16,9,0,0,0.0,0
Teens react to Halsey,,4,3,0,0,0.0,0
Ahh Thats a 30 ,,5,4,0,0,0.0,0
REACT TO EXOS MONSTER AND EXOS LUCKY ONE,,8,8,0,0,0.0,0
"No no no no
No no no no no no
No no no come back 
Me ",,15,5,0,0,0.0,0
Teens react to EXOs comeback please,,6,4,0,0,0.0,0
Use MatPats Game Theory trailer for the sequel,,8,6,0,0,0.0,0
Schadenfreuduhhhhhhhhh_,,1,1,0,0,0.0,0
You tubers react to LUIGI PROBLEMS by DashieXP,,8,6,0,0,0.0,0
teens react to exo monster,,5,4,0,0,0.0,0
REACT TO CHEER UP BY TWICE KPOP,,7,7,0,0,0.0,0
ELDERS REACT TO TOKYO GHOUL,,5,5,0,0,0.0,0
Im known for throwing up every Ryan Higa fans know too well ,,13,7,0,0,0.0,0
REACT TO EXO MONSTER AND LUCKY ONE PLEASE,,8,8,0,0,0.0,0
Teens react to Keemstar,,4,3,0,0,0.0,0
I clicked when I saw Matpat,,6,4,0,0,0.0,0
react to exo monster,,4,3,0,0,0.0,0
I WOULD RATE THE LAST ONE AT A 100,,9,9,0,0,0.0,0
Teens react to exo monster,,5,4,0,0,0.0,0
React to EXOs lucky one plz,,6,4,0,0,0.0,0
TEENS REACT TO EXO MONSTER AND LUCKY ONE,,8,8,0,0,0.0,0
wtf was with that last one,,6,1,0,0,0.0,0
Why were there no andrew hale videos,,7,4,0,0,0.0,0
react to EXO Monster PLEASE,,5,4,0,0,0.0,0
"kpop stars React to BgA  Dong Saya Dea dance version Wong Fu Productions and official music video
Lets do it",Fu,20,16,1,0.05,0.0625,1
React to kpop vines,,4,3,0,0,0.0,0
React to Exo Monster please,,5,3,0,0,0.0,0
"the last one 
barf",,4,1,0,0,0.0,0
Please React to Exo Monster,,5,4,0,0,0.0,0
teens react to monster by exo,,6,4,0,0,0.0,0
PLS REACT TO EXO MONSTER ,,6,6,0,0,0.0,0
The last one a a gaged,,6,2,0,0,0.0,0
React to BgA Dong Saya Dae,,6,5,0,0,0.0,0
React to exo  monster PLEASE,,6,5,0,0,0.0,0
628 we know *cough* Ryans I Dare You *cough* xD,,10,8,0,0,0.0,0
REACT TO EXO MONSTER,,4,4,0,0,0.0,0
No furry vids Yaaaaaay,,4,4,0,0,0.0,0
teens react to glitterforever21,,4,3,0,0,0.0,0
Teens react to the petty song,,6,4,0,0,0.0,0
KingBach  Im known for throwing up nigahiga video reference,,10,7,0,0,0.0,0
Greg wanna do what the f___ Greg wanna do,,9,5,0,0,0.0,0
TEENS REACT TO EXO  MONSTER,,6,6,0,0,0.0,0
react to Christina Grimmies death,,5,4,0,0,0.0,0
REACT TO MONSTER EXO,,4,4,0,0,0.0,0
How about Teens React to The Stanford Victims Letter to her Attacker,,12,8,0,0,0.0,0
Teens react to simply nailogical ,,6,5,0,0,0.0,0
551 oh ffs I was literally eating dumplings,,8,6,0,0,0.0,0
Please react to Monster by EXO when it comes out on June 9th,,13,6,0,0,0.0,0
I love Rosanna Pansino shes just like a big child and shes a lot of fun,,16,8,0,0,0.0,0
React to Christina Grimmies videoscovers,,5,4,0,0,0.0,0
I love how everyone let out an epic Noooooo at that last video XD,,14,6,0,0,0.0,0
Teens react to Christina Grimmie ,,6,5,0,0,0.0,0
Sveiki visi  atj ms vaigds pasiirt D,,8,8,0,0,0.0,0
React to EXOs Monster MV please,,6,4,0,0,0.0,0
MATPAT YAYYYYY,,2,2,0,0,0.0,0
react to BgA  Dong Saya Dae,,7,6,0,0,0.0,0
REACT TO JAI WAETFORD HEART MILES EP ,,8,8,0,0,0.0,0
Teens react to BgA Dong saya dae,,7,6,0,0,0.0,0
PLEASE TO EXOS MONSTER AND LUCKY ONE,,7,7,0,0,0.0,0
You tubers react to Christina Grimmie ,,7,6,0,0,0.0,0
please react to Exo Monster please,,6,3,0,0,0.0,0
please react to Exo Monster please,,6,3,0,0,0.0,0
reeeaaacttt tooo Exo Monster ,,5,5,0,0,0.0,0
Im eating while watching this and Im scared,,8,5,0,0,0.0,0
EXOOOOOOOOOOO,,1,1,0,0,0.0,0
EXOOOO MONSTERRRRR OMG PLEASE,,4,4,0,0,0.0,0
REACT TO PURPLECRUMBS aka cociane dinosaur,,6,6,0,0,0.0,0
React to Christina Grimmie,,4,3,0,0,0.0,0
REACT TO EXO MONSTER,,4,4,0,0,0.0,0
Teens react To This Day,,5,5,0,0,0.0,0
Make them react to Dong Saya Dae by Nigahiga dont invite him since he knows,,15,8,0,0,0.0,0
Schadenfreude  Perfect explanation Tyler,,5,5,0,0,0.0,0
make them react to musicallys,,5,2,0,0,0.0,0
EXO MONSTER PLEASE,,3,3,0,0,0.0,0
Next show them Kpop vines,,5,3,0,0,0.0,0
A new series has been born,,6,3,0,0,0.0,0
TEENS REACT TO THE LIE WE LIVE PLEASE,,8,8,0,0,0.0,0
55555,,1,1,0,0,0.0,0
elders react to Brandon Rogers pls pls make this happen,,10,7,0,0,0.0,0
Please react to EXO Monster Its *LIT* ,,8,7,0,0,0.0,0
MatPat,,1,1,0,0,0.0,0
TEENS REACT EXO MONSTER,,4,4,0,0,0.0,0
React to Cebu Dancing Inmates puhlease,,6,5,0,0,0.0,0
React to Mystery Skulls Ghost animated,,6,5,0,0,0.0,0
,,1,1,0,0,0.0,0
elders react to drama alert,,5,4,0,0,0.0,0
Came to see king Bach,,5,3,0,0,0.0,0
React to CZW Combat Zone Wrestling Extreme,,7,6,0,0,0.0,0
KingBach Im known for throwing up Lmao,,7,4,0,0,0.0,0
Teens react to yandere simulator game,,6,5,0,0,0.0,0
DONTVOTEDONALD,,1,1,0,0,0.0,0
teens react to IMPRACTICAL JOKERS PLZZZZ,,6,5,0,0,0.0,0
KingBach IM KNOWN FOR THROWING UP LOL,,7,7,0,0,0.0,0
"King Bach Mama tryna get it 
Mom walks In 
Mom Excuse Me",,12,10,0,0,0.0,0
PLEASE PLEASE PLEASE REACT TO EXO MONSTER OR LUCKY ONE,,10,10,0,0,0.0,0
TEENS REACT TO EXO  MONSTER THAT SH*T IS LIT YALL NEED A BLESSING,,14,14,0,0,0.0,0
At 502 they look the same Loved the vid BTW,,10,5,0,0,0.0,0
React To Alexa Loseys A Letter To The Guys Ive Ever Loved,,12,12,0,0,0.0,0
React to EXO Monster andor EXO Lucky One,,8,7,0,0,0.0,0
REACT TO EXO MONSTER AND LUCKY ONE,,7,7,0,0,0.0,0
Im eating WHYYYY A,,4,4,0,0,0.0,0
TEENS REACT TO EXO  MONSTER MV PLS,,8,8,0,0,0.0,0
i cant be the only person who thinks of avenue q whenever i hear schadenfreude,,15,6,0,0,0.0,0
Teens react to Sweatshirt pls,,5,4,0,0,0.0,0
React to Perfume please Theyre going to US this summer,,10,6,0,0,0.0,0
They should react to Notice Me Senpai,,7,5,0,0,0.0,0
Bachs No when the feces guy went under priceless,,9,5,0,0,0.0,0
Teens React to EXO  Monster  Lucky One ,,10,9,0,0,0.0,0
Mommas trying get it  Love king bach,,8,5,0,0,0.0,0
00 ,,2,2,0,0,0.0,0
619 is like when school starts again,,7,3,0,0,0.0,0
Ro,,1,1,0,0,0.0,0
They need to react to Christina Grimme,,7,4,0,0,0.0,0
bach known for throwing up hahah nigahiga i dare you,,10,5,0,0,0.0,0
Do you like VIDEOOOOO GAMESSSSSSSSSSSSSSSSSSS OH how much i love thegametheorists,,11,6,0,0,0.0,0
WE GET IT YOU VAPE,,5,5,0,0,0.0,0
React to MONSTER BY EXOOOO,,5,4,0,0,0.0,0
You tubers react to Christina grimmie,,6,5,0,0,0.0,0
Elders react to Swiss army man,,6,5,0,0,0.0,0
Lol I was laughing from the videos xD,,8,5,0,0,0.0,0
Teens react to Hamilton musical,,5,4,0,0,0.0,0
"613
BOI HE BOUT TO DO IT",,6,6,0,0,0.0,0
Yo if thats me Im laughing loud at you in video 3 no remorse you know what you doing boy,,20,8,0,0,0.0,0
hi,,1,0,0,0,0,0
"React to Bacterial Contamination
Yasss",,4,3,0,0,0.0,0
please react to exo  monster,,6,4,0,0,0.0,0
TIM TIM TIM TIM,,4,4,0,0,0.0,0
React to IMPRACTICAL JOKERS,,4,3,0,0,0.0,0
React to bye bus driver,bus,5,4,1,0.2,0.25,1
Scuba Steve Damn you Adam Sandler in Big Daddy,,9,7,0,0,0.0,0
React to musicaly,,3,2,0,0,0.0,0
please do a part 2  to this video include Kevin Ware breaks leg vid,,15,9,0,0,0.0,0
React to Pierce the Veil,,5,3,0,0,0.0,0
Chief Keefs manager,,3,3,0,0,0.0,0
"I was NOT prepared for 5 
Da faq",,8,6,0,0,0.0,0
React to S U N D A Y S H O O L,"S, S, L",13,12,1,0.23076923076923078,0.25,3
react to exo monster plz,,5,4,0,0,0.0,0
Invite JackSepticEye,,2,2,0,0,0.0,0
I wouldve liked to see Shane react to these vids xD,,11,6,0,0,0.0,0
That moment when you know youre such a Len fan to straight up read Kagamine Len in one of the as suggested by boxes at beginning lol,fan,27,11,1,0.037037037037037035,0.09090909090909091,1
EXO  Monster MV,,4,4,0,0,0.0,0
"Bach Aaaaaaahhh thats a 30
Lmao",,5,3,0,0,0.0,0
When I look at my taxes 618,,7,4,0,0,0.0,0
risas con asco,,3,3,0,0,0.0,0
Thats a 30 you got me you got me King Bach,,11,4,0,0,0.0,0
PART 2 PLZ,,3,3,0,0,0.0,0
Teens react to EXOs Monster,,5,4,0,0,0.0,0
REACT TO DONT HUG ME IM SCARED SEIRISE,,8,8,0,0,0.0,0
React to Lisa and Lena,,5,3,0,0,0.0,0
Have them react to Dont Hug Me Im Scared 6,,10,8,0,0,0.0,0
When King Bach was screaming at video 5,,8,6,0,0,0.0,0
omg Jonatanas on React Its kinda amazing,,7,6,0,0,0.0,0
omg sparklypants is like analyzing his choice ,,8,5,0,0,0.0,0
REACT TO EXO MONSTER,,4,4,0,0,0.0,0
Teens react to Heathens please,,5,3,0,0,0.0,0
"surgeons react to the food surgeon
please make this happen",,9,5,0,0,0.0,0
React to Coldplay  Up  up,,7,5,0,0,0.0,0
Elders React to Injustice 2 Trailer,,6,5,0,0,0.0,0
Do a react to FREIA  This needs to happen,,10,6,0,0,0.0,0
Thats how i feed my eel,,6,3,0,0,0.0,0
359 was so unexpected Im crying XD,,7,5,0,0,0.0,0
REACT TO EXOS NEW MV  Monster,,7,7,0,0,0.0,0
They should react to berlezzy Dora,,6,4,0,0,0.0,0
REACT TO EXO MONSTER,,4,4,0,0,0.0,0
Teens react to EXO Monster or Lucky One,,8,6,0,0,0.0,0
"912 924
TylerPreach",,2,2,0,0,0.0,0
on the last one i put a 17,,8,1,0,0,0.0,0
react to exo monster,,4,3,0,0,0.0,0
react,,1,1,0,0,0.0,0
444 got his dance moves on point tho ,,9,6,0,0,0.0,0
Youtuber React to Lainas 4 Year Anniversary,,7,6,0,0,0.0,0
PLEASE REACT TO EXO MONSTER PLSSSS,,6,6,0,0,0.0,0
React to The Lie We Live,,6,5,0,0,0.0,0
Teens react to Darren Espanto singing Sias Chandelier,,8,7,0,0,0.0,0
RO RO,,2,2,0,0,0.0,0
react to kingdom heart 3,,5,4,0,0,0.0,0
TEENS REACT TO THE 1975,,5,5,0,0,0.0,0
BACH,,1,1,0,0,0.0,0
Teens react to Halsey,,4,3,0,0,0.0,0
Elders react to MMs 75th anniversary,,6,5,0,0,0.0,0
LANA AMOR MIO D,,4,4,0,0,0.0,0
a react to Axis of Awesome  4 Chord Song,,10,7,0,0,0.0,0
Please Teens react to Ievas polka,,6,5,0,0,0.0,0
teens react to Christina Grimme,,5,4,0,0,0.0,0
